"PLANTPRODCUST_ID","PRODUCT_ID","PLANT_LOCATION_ID","CUSTOMER"
4167,1700094,14,"Customer_13"
4168,1700097,14,"Customer_13"
4169,1689298,14,"Customer_13"
4170,1655982,14,"Customer_13"
4171,1651302,14,"Customer_13"
4172,1651299,14,"Customer_13"
4173,1651298,14,"Customer_13"
4174,1684170,14,"Customer_13"
4175,1688600,14,"Customer_13"
4176,1689541,14,"Customer_13"
4177,1688633,14,"Customer_13"
4178,1689785,14,"Customer_13"
4179,1689546,14,"Customer_13"
4180,1689548,14,"Customer_13"
4181,1689547,14,"Customer_13"
4182,1656246,14,"Customer_13"
4183,1672706,14,"Customer_13"
4184,1672713,14,"Customer_13"
4185,1672722,14,"Customer_13"
4186,1674853,14,"Customer_13"
4187,1677690,14,"Customer_13"
4188,1682745,14,"Customer_13"
4189,1682805,14,"Customer_13"
4190,1682757,14,"Customer_13"
4191,1682763,14,"Customer_13"
4192,1682802,14,"Customer_13"
4193,1660583,14,"Customer_13"
4194,1660579,14,"Customer_13"
4195,1669702,14,"Customer_13"
4196,1662552,14,"Customer_13"
4197,1692940,14,"Customer_13"
4198,1689032,14,"Customer_13"
4199,1689033,14,"Customer_13"
4200,1689031,14,"Customer_13"
4201,1675654,14,"Customer_28"
4202,1693700,14,"Customer_28"
4203,1696074,14,"Customer_28"
4204,1696073,14,"Customer_28"
4205,1696075,14,"Customer_28"
4206,1695348,14,"Customer_28"
4207,1679638,14,"Customer_28"
4208,1655818,14,"Customer_28"
4209,1700142,14,"Customer_28"
4210,1700140,14,"Customer_28"
4211,1700143,14,"Customer_28"
4212,1654766,14,"Customer_28"
4213,1655982,14,"Customer_28"
4214,1651302,14,"Customer_28"
4215,1651299,14,"Customer_28"
4216,1689543,14,"Customer_28"
4217,1688288,14,"Customer_28"
4218,1688633,14,"Customer_28"
4219,1688575,14,"Customer_28"
4220,1689546,14,"Customer_28"
4221,1689548,14,"Customer_28"
4222,1689547,14,"Customer_28"
4223,1690621,14,"Customer_28"
4224,1690627,14,"Customer_28"
4225,1689788,14,"Customer_28"
4226,1683282,14,"Customer_28"
4227,1678494,14,"Customer_28"
4228,1656246,14,"Customer_28"
4229,1672706,14,"Customer_28"
4230,1672712,14,"Customer_28"
4231,1672707,14,"Customer_28"
4232,1672721,14,"Customer_28"
4233,1672713,14,"Customer_28"
4234,1682651,14,"Customer_28"
4235,1682769,14,"Customer_28"
4236,1682736,14,"Customer_28"
4237,1682832,14,"Customer_28"
4238,1682805,14,"Customer_28"
4239,1689147,14,"Customer_28"
4240,1660583,14,"Customer_28"
4241,1660585,14,"Customer_28"
4242,1660579,14,"Customer_28"
4243,1662552,14,"Customer_28"
4244,1641237,14,"Customer_28"
4245,1687346,14,"Customer_28"
4246,1662395,14,"Customer_15"
4247,1662317,14,"Customer_15"
4248,1662274,14,"Customer_15"
4249,1663347,14,"Customer_15"
4250,1672091,14,"Customer_15"
4251,1672110,14,"Customer_15"
4252,1699951,14,"Customer_15"
4253,1699952,14,"Customer_15"
4254,1699953,14,"Customer_15"
4255,1699946,14,"Customer_15"
4256,1650571,14,"Customer_15"
4257,1654621,14,"Customer_15"
4258,1650568,14,"Customer_15"
4259,1677884,14,"Customer_15"
4260,1688575,14,"Customer_33"
4261,1688629,14,"Customer_33"
4262,1688571,14,"Customer_33"
4263,1689546,14,"Customer_33"
4264,1689548,14,"Customer_33"
4265,1689547,14,"Customer_33"
4266,1691544,14,"Customer_33"
4267,1690616,14,"Customer_33"
4268,1672713,14,"Customer_33"
4269,1672720,14,"Customer_33"
4270,1672721,14,"Customer_33"
4271,1672707,14,"Customer_33"
4272,1682853,14,"Customer_33"
4273,1682709,14,"Customer_33"
4274,1682769,14,"Customer_33"
4275,1682832,14,"Customer_33"
4276,1682805,14,"Customer_33"
4277,1682835,14,"Customer_33"
4278,1682796,14,"Customer_33"
4279,1682793,14,"Customer_33"
4280,1682799,14,"Customer_33"
4281,1672117,14,"Customer_33"
4282,1672000,14,"Customer_33"
4283,1671997,14,"Customer_33"
4284,1682829,14,"Customer_19"
4285,1682826,14,"Customer_19"
4286,1693453,14,"Customer_08"
4287,1696074,14,"Customer_08"
4288,1695346,14,"Customer_08"
4289,1699948,14,"Customer_08"
4290,1699953,14,"Customer_08"
4291,1699946,14,"Customer_08"
4292,1697071,14,"Customer_08"
4293,1697085,14,"Customer_08"
4294,1658532,14,"Customer_01"
4295,1696757,14,"Customer_01"
4296,1696758,14,"Customer_01"
4297,1696754,14,"Customer_01"
4298,1700875,14,"Customer_01"
4299,1684703,14,"Customer_01"
4300,1694720,14,"Customer_01"
4301,1672714,14,"Customer_01"
4302,1682784,14,"Customer_01"
4303,1668545,14,"Customer_01"
4304,1663396,14,"Customer_01"
4305,1672670,14,"Customer_01"
4306,1677877,14,"Customer_01"
4307,1688629,14,"Customer_34"
4308,1689546,14,"Customer_34"
4309,1689551,14,"Customer_34"
4310,1689548,14,"Customer_34"
4311,1689547,14,"Customer_34"
4312,1682835,14,"Customer_34"
4313,1682799,14,"Customer_34"
4314,1699974,14,"Customer_34"
4315,1700570,14,"Customer_10"
4316,1700558,14,"Customer_10"
4317,1682681,14,"Customer_10"
4318,1682679,14,"Customer_10"
4319,1682682,14,"Customer_10"
4320,1679687,14,"Customer_10"
4321,1700557,14,"Customer_10"
4322,1700569,14,"Customer_10"
4323,1682341,14,"Customer_10"
4324,1693740,14,"Customer_10"
4325,1671833,14,"Customer_10"
4326,1671832,14,"Customer_10"
4327,1671834,14,"Customer_10"
4328,1684862,14,"Customer_10"
4329,1671461,14,"Customer_10"
4330,1700366,14,"Customer_02"
4331,1688587,14,"Customer_02"
4332,1689548,14,"Customer_02"
4333,1671426,14,"Customer_11"
4334,1700558,14,"Customer_03"
4335,1667817,14,"Customer_15"
4336,1643057,14,"Customer_15"
4337,1650905,14,"Customer_15"
4338,1650904,14,"Customer_15"
4339,1697444,14,"Customer_15"
4340,1658532,14,"Customer_15"
4341,1658528,14,"Customer_15"
4342,1649002,14,"Customer_15"
4343,1692109,14,"Customer_15"
4344,1696758,14,"Customer_15"
4345,1668639,14,"Customer_15"
4346,1650586,14,"Customer_15"
4347,1676566,14,"Customer_15"
4348,1675670,14,"Customer_15"
4349,1675662,14,"Customer_15"
4350,1675615,14,"Customer_15"
4351,1675655,14,"Customer_15"
4352,1675654,14,"Customer_15"
4353,1696074,14,"Customer_15"
4354,1696075,14,"Customer_15"
4355,1695345,14,"Customer_15"
4356,1695348,14,"Customer_15"
4357,1660673,14,"Customer_15"
4358,1679638,14,"Customer_15"
4359,1676853,14,"Customer_15"
4360,1676942,14,"Customer_15"
4361,1655818,14,"Customer_15"
4362,1668492,14,"Customer_15"
4363,1650685,14,"Customer_15"
4364,1668606,14,"Customer_15"
4365,1668608,14,"Customer_15"
4366,1668607,14,"Customer_15"
4367,1683704,14,"Customer_15"
4368,1655982,14,"Customer_15"
4369,1651302,14,"Customer_15"
4370,1651299,14,"Customer_15"
4371,1651298,14,"Customer_15"
4372,1689541,14,"Customer_15"
4373,1688633,14,"Customer_15"
4374,1690327,14,"Customer_15"
4375,1683354,14,"Customer_15"
4376,1629341,14,"Customer_15"
4377,1656246,14,"Customer_15"
